cidade,area,quartos,wcs,vagas,andar,animal,mobilia,condominio,aluguel,iptu
São Paulo,72,2,1,1,11,s,n,850,2300,0
São Paulo,170,3,2,2,-,s,n,0,4200,309
São Paulo,82,3,2,2,8,s,n,903,1500,59
Rio de Janeiro,28,1,1,0,21,s,n,400,2285,75
São Paulo,58,2,1,0,4,n,n,968,2400,10
Campinas,295,7,6,4,-,n,s,0,6200,334
São Paulo,130,4,4,3,2,s,n,1160,3000,459
Belo Horizonte,90,2,3,2,15,s,n,1054,2100,196
São Paulo,60,3,1,0,1,n,n,565,1950,109
Porto Alegre,47,1,1,1,1,n,s,400,2200,0
São Paulo,50,2,2,1,10,s,n,400,1900,0
Rio de Janeiro,180,4,3,1,5,n,n,1683,4000,482
São Paulo,291,4,3,2,1,s,n,2600,5400,434
Campinas,350,4,6,6,-,s,n,1200,7330,55
Belo Horizonte,190,1,1,1,-,n,n,0,3900,162
São Paulo,195,3,3,2,-,s,n,0,2990,330
Rio de Janeiro,45,1,1,0,6,s,n,900,1820,90
São Paulo,240,4,5,4,5,s,n,3000,6000,834
São Paulo,110,2,1,1,2,s,n,1200,2800,137
São Paulo,60,2,1,1,5,s,n,675,1550,0
São Paulo,70,2,1,1,-,s,n,230,1250,50
São Paulo,50,1,1,0,-,n,n,0,880,17
Porto Alegre,600,3,4,4,-,s,n,0,3300,186
São Paulo,250,3,3,2,7,n,s,1400,5380,234
Rio de Janeiro,78,2,1,1,6,s,n,557,1050,84
São Paulo,160,2,3,3,-,s,n,0,7500,417
São Paulo,70,2,2,1,1,s,n,280,1000,138
São Paulo,190,3,3,4,-,s,s,1800,12500,780
São Paulo,63,2,2,0,15,n,n,590,1550,152
Rio de Janeiro,32,1,1,1,5,n,n,465,900,0
Porto Alegre,84,3,1,0,3,s,s,70,1460,44
Rio de Janeiro,600,7,6,2,-,n,s,0,9000,1084
São Paulo,40,1,1,0,1,n,n,600,1300,111
Rio de Janeiro,106,2,2,1,2,s,n,900,2850,296
São Paulo,57,2,2,2,6,s,n,834,1630,189
Rio de Janeiro,90,2,1,1,1,s,s,850,3468,191
São Paulo,300,3,3,2,-,s,n,0,6000,197
São Paulo,221,3,2,2,7,s,n,1980,4500,200
São Paulo,60,2,1,1,5,s,s,600,3300,67
São Paulo,45,2,1,1,12,s,n,270,1620,59
São Paulo,325,5,5,4,-,s,n,0,6000,420
São Paulo,190,4,4,2,-,n,n,0,4450,223
São Paulo,34,1,1,1,2,n,n,490,1750,77
São Paulo,100,3,2,0,-,s,n,0,3000,172
São Paulo,59,2,1,1,12,s,n,480,1510,0
Rio de Janeiro,70,3,2,1,9,s,n,1002,850,255
Belo Horizonte,180,3,2,2,-,s,n,0,2000,184
São Paulo,77,1,1,1,8,n,n,0,5700,0
Rio de Janeiro,57,2,2,1,4,s,n,600,1800,0
Porto Alegre,92,2,2,1,6,s,n,450,1900,67
Rio de Janeiro,52,1,1,0,3,s,s,650,3400,17
São Paulo,140,3,2,2,3,s,n,1640,5500,583
Campinas,45,1,1,0,14,n,n,285,500,0
Belo Horizonte,227,3,4,1,12,n,n,1400,2550,208
Rio de Janeiro,30,1,1,0,2,n,n,350,1140,0
Rio de Janeiro,100,2,1,0,1,n,n,360,1700,2
Rio de Janeiro,100,2,2,0,1,s,n,1550,2956,310
São Paulo,160,3,3,4,3,s,n,2300,5000,92
São Paulo,200,3,4,1,10,s,n,1600,1190,550
São Paulo,30,1,1,1,15,n,s,668,3500,127
Rio de Janeiro,108,2,2,1,7,n,s,1300,4500,350
Porto Alegre,50,2,1,1,3,s,s,334,1300,16
Rio de Janeiro,280,3,3,1,4,s,n,1400,2190,14
São Paulo,292,4,3,3,8,s,s,2700,11480,709
Campinas,147,4,3,3,8,s,n,1600,4800,284
Rio de Janeiro,180,3,3,0,7,s,s,916,7600,378
Belo Horizonte,280,4,7,4,6,n,n,350,3000,642
São Paulo,210,3,2,0,11,s,s,2200,4000,442
São Paulo,65,2,2,1,20,s,s,1800,4900,177
São Paulo,48,1,1,0,-,s,n,0,1100,0
Porto Alegre,60,2,2,1,4,s,n,375,1500,0
São Paulo,20,1,1,0,-,s,s,602,1800,130
São Paulo,212,4,5,6,7,s,n,2850,4500,1067
Belo Horizonte,784,5,6,8,-,s,s,0,12000,1641
Porto Alegre,120,3,2,2,2,n,n,600,2000,121
São Paulo,720,4,5,5,17,s,n,6471,6500,3520
Rio de Janeiro,120,2,3,1,9,s,n,1264,2600,225
São Paulo,215,3,2,0,4,n,n,1054,4000,229
São Paulo,100,4,3,0,4,s,s,1060,4280,175
São Paulo,70,1,1,0,2,s,n,472,1870,0
São Paulo,55,2,2,1,21,s,n,480,2000,9
Campinas,238,4,5,4,10,s,s,1800,5000,421
Campinas,54,2,1,1,10,s,n,320,1500,23
Porto Alegre,55,1,1,1,10,n,s,620,3500,104
Porto Alegre,75,2,1,0,1,s,n,380,2500,100
São Paulo,400,4,5,3,-,n,n,0,15000,0
Campinas,100,2,1,3,-,s,n,0,1250,100
Campinas,83,2,2,2,1,s,s,800,3700,234
Rio de Janeiro,91,2,2,2,3,s,s,4495,5500,637
São Paulo,45,1,1,0,7,s,n,265,1275,0
Rio de Janeiro,32,1,1,0,4,s,n,700,3000,65
São Paulo,180,3,4,3,5,s,s,2800,9000,1125
São Paulo,45,2,1,0,-,n,n,0,1300,109
Campinas,53,1,1,1,8,n,n,550,650,36
Rio de Janeiro,103,3,2,1,3,s,n,1736,4500,290
São Paulo,438,5,6,5,-,n,n,0,12000,817
Belo Horizonte,360,5,4,4,-,s,n,0,9000,600
São Paulo,95,3,2,1,11,s,n,1334,6500,280
São Paulo,250,3,4,3,4,s,n,3570,14000,1256
Rio de Janeiro,120,3,1,1,8,s,n,560,2300,209
São Paulo,160,4,5,3,2,s,s,1623,3800,834
Porto Alegre,196,3,4,2,7,s,s,2000,4600,325
São Paulo,279,3,3,8,-,s,s,0,3500,182
São Paulo,480,4,5,2,-,s,s,0,6000,2308
São Paulo,41,1,1,1,16,s,s,788,2387,17
Rio de Janeiro,120,3,2,0,3,s,n,1333,3500,259
Porto Alegre,75,2,1,1,7,s,n,350,1200,34
São Paulo,200,2,3,2,-,s,n,0,4000,196
São Paulo,34,1,1,0,5,n,n,347,1200,45
Belo Horizonte,200,5,5,8,-,s,n,0,6000,1017
Porto Alegre,90,2,1,1,2,s,n,405,1100,380
São Paulo,90,3,2,2,1,s,n,1017,2000,165
Porto Alegre,70,2,1,0,-,s,n,360,1150,15
São Paulo,300,4,3,4,9,s,n,4900,6000,1500
São Paulo,49,1,1,0,11,s,n,443,4100,89
São Paulo,188,3,3,3,4,s,s,1800,8000,841
Belo Horizonte,90,3,1,1,1,s,n,277,1430,99
Belo Horizonte,70,1,1,0,1,s,n,200,1100,135
São Paulo,63,2,2,1,20,s,n,784,4500,136
Campinas,375,4,5,0,-,s,n,1200,10000,825
Rio de Janeiro,70,2,2,1,2,s,n,650,1000,45
Porto Alegre,84,3,2,1,1,s,n,750,1600,109
Rio de Janeiro,115,2,2,2,1,s,n,900,3000,75
Porto Alegre,90,3,1,0,1,s,n,145,1130,55
São Paulo,60,2,1,1,6,s,n,1064,1100,0
São Paulo,22,1,1,0,25,s,n,385,2100,40
São Paulo,325,3,5,0,3,s,s,4285,5800,2049
São Paulo,65,2,1,0,1,s,s,286,4200,17
São Paulo,78,2,2,2,1,n,s,450,3500,155
São Paulo,140,3,2,1,6,n,n,1740,2400,340
Porto Alegre,60,1,1,0,6,s,s,300,1390,34
São Paulo,20,1,1,0,5,s,s,602,1800,130
São Paulo,60,1,2,0,-,n,n,0,1600,23
Campinas,30,1,1,0,-,n,n,0,1400,0
São Paulo,70,2,1,1,-,s,n,0,1300,25
São Paulo,100,2,2,4,-,s,n,0,2600,46
Campinas,23,1,1,0,-,n,s,0,990,0
Rio de Janeiro,200,4,5,3,-,s,n,0,6200,155
São Paulo,93,3,3,0,16,n,s,1221,5500,367
São Paulo,37,1,1,1,4,s,n,500,1500,150
São Paulo,220,3,4,2,-,n,n,0,3500,276
São Paulo,100,2,3,2,20,n,s,1080,10000,138
São Paulo,320,4,2,2,-,s,s,0,8000,642
São Paulo,277,4,4,6,5,s,n,4200,3800,1947
Belo Horizonte,59,2,1,1,2,s,n,190,1250,70
Campinas,139,3,5,3,3,s,s,1090,6700,232
São Paulo,71,3,2,2,11,s,s,630,2190,92
São Paulo,31,1,1,0,6,s,n,200,2614,84
Belo Horizonte,45,2,1,1,1,s,n,0,880,0
Belo Horizonte,50,2,1,1,10,s,n,160,800,0
São Paulo,190,3,2,1,6,s,n,3040,6800,56
São Paulo,209,4,4,5,10,s,s,3990,9800,0
Campinas,450,5,4,8,-,s,n,0,3460,400
Rio de Janeiro,57,1,1,1,3,s,n,653,1717,64
São Paulo,700,5,8,3,-,s,n,0,12000,1000
São Paulo,174,3,4,3,15,n,n,2500,10400,817
São Paulo,110,3,3,2,2,s,s,1000,3800,192
São Paulo,150,3,2,0,-,s,n,0,4000,24
Rio de Janeiro,76,2,1,0,3,s,n,625,1000,50
Belo Horizonte,224,4,4,4,1,s,s,2285,8500,1199
São Paulo,70,2,2,0,-,n,n,0,3800,90
São Paulo,137,2,2,1,-,n,n,0,4600,410
São Paulo,163,3,4,3,13,s,s,2900,3000,822
Porto Alegre,60,2,2,1,4,n,n,600,2170,67
São Paulo,55,2,2,1,11,s,n,670,2500,199
São Paulo,100,3,3,2,11,s,s,1035,4062,150
Rio de Janeiro,75,2,2,1,9,s,n,950,2800,138
Rio de Janeiro,388,4,4,1,2,n,n,6047,15000,104
São Paulo,400,5,4,2,12,s,n,2675,2000,832
São Paulo,60,2,1,0,1,s,n,0,1100,56
São Paulo,160,3,4,4,2,s,n,2250,2100,480
São Paulo,238,4,3,4,24,s,n,2980,10200,1816
Belo Horizonte,160,4,1,1,-,s,n,0,2150,0
Campinas,73,3,1,1,4,s,n,308,850,46
São Paulo,270,1,1,0,-,s,n,0,1400,0
Belo Horizonte,75,3,1,1,4,s,n,263,1100,61
São Paulo,500,3,3,5,-,s,s,0,15000,1125
Rio de Janeiro,38,1,1,0,4,n,s,877,2280,123
São Paulo,68,2,1,1,9,s,n,706,1700,0
Belo Horizonte,184,5,3,2,3,s,n,330,2600,171
Rio de Janeiro,105,3,2,1,4,s,n,1590,2500,258
São Paulo,88,2,4,2,8,s,n,840,2300,379
Campinas,50,1,1,1,7,n,s,406,2800,123
São Paulo,400,5,4,3,-,s,n,2600,6900,1017
Belo Horizonte,68,2,2,2,4,s,n,230,1650,154
São Paulo,140,3,2,2,-,s,n,0,3200,225
Porto Alegre,18,1,1,0,3,n,s,370,1090,0
Belo Horizonte,503,5,5,4,-,s,n,0,6000,407
São Paulo,110,3,2,2,2,s,n,1145,2400,247
São Paulo,68,3,2,1,5,s,s,960,1500,84
Porto Alegre,90,3,2,2,9,s,n,1163,2500,202
São Paulo,110,1,3,2,6,s,n,1500,8000,417
São Paulo,185,2,2,2,-,n,n,0,1850,59
São Paulo,240,3,3,2,-,s,s,0,3840,152
São Paulo,297,4,4,6,-,s,n,0,3000,392
São Paulo,150,3,2,1,-,s,n,0,2500,0
São Paulo,150,5,5,4,3,n,s,1800,3700,917
São Paulo,157,3,2,0,7,s,n,1325,4500,302
São Paulo,66,1,1,1,10,n,s,762,3500,65
São Paulo,25,1,1,0,3,s,n,450,1650,30
São Paulo,36,1,1,0,6,s,n,300,1600,60
Rio de Janeiro,70,2,2,1,1,s,s,950,3500,225
Rio de Janeiro,128,4,2,0,2,n,n,1100,2000,10
Rio de Janeiro,46,1,1,0,3,s,n,650,2350,131
Belo Horizonte,202,3,2,2,-,n,n,0,3000,172
Porto Alegre,30,1,1,0,4,s,n,360,600,17
São Paulo,230,3,2,2,7,s,n,1773,1965,441
Campinas,45,1,1,1,3,s,n,521,600,38
Porto Alegre,38,1,1,1,9,s,n,350,2500,42
Rio de Janeiro,35,1,1,0,7,s,s,560,1950,50
São Paulo,45,1,1,1,8,n,n,589,2349,0
São Paulo,106,3,2,2,6,s,n,1400,5520,275
São Paulo,110,3,4,3,3,s,n,1446,3800,467
São Paulo,80,1,2,0,6,n,n,1174,3900,135
Belo Horizonte,155,4,5,3,15,s,n,1700,6200,542
Rio de Janeiro,26,1,1,0,8,n,n,305,1280,0
São Paulo,63,2,2,1,17,s,n,783,1690,27
São Paulo,120,2,1,1,-,s,n,0,2100,175
Rio de Janeiro,110,4,2,2,10,s,n,1300,1900,380
São Paulo,500,4,5,4,-,n,s,0,12750,2087
Belo Horizonte,279,4,5,4,-,s,n,0,4500,379
São Paulo,100,1,1,0,-,s,n,0,2150,267
São Paulo,210,3,5,4,6,s,s,3301,11900,960
São Paulo,22,1,1,1,7,n,s,580,3000,8
Belo Horizonte,80,3,2,1,-,s,n,0,11000,425
Belo Horizonte,243,4,4,4,7,n,n,2800,10000,1250
São Paulo,40,1,1,1,5,s,n,350,1780,0
São Paulo,240,3,4,3,9,s,n,2100,5800,825
Campinas,75,2,2,1,3,s,n,706,2400,75
Belo Horizonte,209,4,4,4,11,s,n,2140,7300,587
São Paulo,280,4,4,4,1,s,s,3600,12000,1667
São Paulo,250,3,3,1,9,s,n,2000,6500,292
São Paulo,25,1,1,0,-,n,n,0,1350,87
São Paulo,50,1,1,0,-,n,n,0,750,0
Rio de Janeiro,70,2,1,0,3,n,n,800,1100,42
Porto Alegre,70,2,2,0,4,s,n,330,1410,59
Campinas,150,1,2,0,-,s,n,0,1200,0
São Paulo,31,1,1,0,3,n,s,371,1900,0
Campinas,205,3,2,4,-,s,n,0,2490,57
Campinas,62,2,1,0,1,s,n,280,709,22
São Paulo,80,2,3,1,5,s,n,80,1800,0
São Paulo,45,1,1,0,-,n,n,0,1050,34
São Paulo,55,2,1,0,1,s,n,340,1530,0
Rio de Janeiro,65,2,2,1,2,s,n,532,1820,49
São Paulo,46,2,1,0,8,n,n,2000,1230,34
Porto Alegre,60,1,1,1,4,n,n,2400,800,209
Rio de Janeiro,67,2,1,0,4,s,n,810,1529,80
São Paulo,50,1,1,1,8,s,s,600,2800,0
Belo Horizonte,59,2,2,0,2,n,s,510,1400,112
Porto Alegre,50,2,1,1,-,n,n,0,1000,35
Rio de Janeiro,83,2,1,1,8,s,s,1108,1800,104
São Paulo,110,2,2,1,8,s,s,1285,4348,196
São Paulo,175,4,3,2,-,s,n,0,2890,0
São Paulo,180,3,2,1,4,s,n,1300,4000,218
São Paulo,35,1,1,1,16,s,s,572,4900,70
Rio de Janeiro,60,2,1,0,6,s,n,1329,2350,135
Campinas,600,3,3,4,-,s,n,0,5500,384
São Paulo,150,3,2,1,-,s,n,0,1450,0
São Paulo,47,1,1,0,4,n,n,100,1000,76
Belo Horizonte,200,3,3,1,2,s,n,0,2100,94
São Paulo,171,4,4,4,1,s,n,2310,10000,85
Campinas,45,1,1,0,9,s,n,670,800,39
São Paulo,570,4,6,4,-,s,n,0,10500,1834
Rio de Janeiro,180,3,2,2,10,n,n,2000,7000,100
Belo Horizonte,200,4,3,2,-,s,n,0,5700,236
Campinas,230,4,4,8,-,s,n,0,5100,320
Belo Horizonte,200,4,3,3,10,n,n,2012,5000,547
São Paulo,400,5,3,6,-,s,n,0,13950,1880
São Paulo,100,1,2,2,-,s,n,0,2000,84
São Paulo,200,4,4,2,9,s,s,3700,7000,850
Belo Horizonte,160,4,2,5,-,s,s,0,3780,167
Porto Alegre,160,3,2,1,5,s,n,1200,2500,170
São Paulo,177,4,5,4,12,s,n,1500,9200,959
Belo Horizonte,70,3,2,2,10,n,n,360,1560,80
São Paulo,200,4,7,4,-,s,s,0,8000,575
Campinas,164,3,2,2,-,s,n,0,2100,293
São Paulo,20,1,1,0,-,s,s,602,1800,130
Rio de Janeiro,80,2,1,1,3,s,s,2500,8000,325
São Paulo,50,1,1,1,2,s,n,650,2350,24
São Paulo,220,4,4,4,11,n,n,1850,5500,834
Rio de Janeiro,25,1,1,0,4,s,s,659,1910,0
Rio de Janeiro,75,3,2,0,8,s,n,800,1615,124
Rio de Janeiro,26,1,1,0,2,n,n,50,1500,59
São Paulo,50,2,1,1,6,s,s,400,1900,0
Rio de Janeiro,35,1,1,0,6,n,s,0,2570,58
Porto Alegre,62,3,2,1,2,s,s,550,2100,50
São Paulo,142,2,3,2,18,s,n,1400,3550,492
Rio de Janeiro,80,2,1,0,2,s,n,300,2000,76
São Paulo,480,4,4,6,-,s,n,0,10000,1000
Rio de Janeiro,113,2,2,1,10,s,n,1566,8000,501
São Paulo,124,3,1,0,8,n,n,1200,1200,100
Campinas,52,2,1,1,8,s,s,1200,2280,0
São Paulo,321,3,5,2,-,s,s,0,7318,1072
Campinas,136,3,2,1,6,s,n,545,1274,87
Rio de Janeiro,23,1,1,0,4,n,n,550,1500,0
São Paulo,65,2,2,1,15,n,s,1072,7500,165
Belo Horizonte,58,2,2,2,7,s,n,304,1400,100
São Paulo,240,3,3,3,8,s,n,2999,10500,417
São Paulo,150,3,4,1,-,s,n,0,4250,491
Porto Alegre,72,2,1,0,3,n,n,100,900,42
São Paulo,50,2,1,1,1,s,n,611,2895,133
Rio de Janeiro,122,3,1,0,6,s,s,1000,2000,220
Belo Horizonte,41,2,1,1,1,s,n,200,1100,79
Campinas,96,3,2,2,6,s,s,750,3400,138
Porto Alegre,50,1,1,0,-,s,n,250,803,0
São Paulo,48,1,1,1,3,s,n,660,3300,110
Campinas,60,2,1,1,3,s,n,0,900,48
São Paulo,240,3,3,4,6,s,s,2600,5500,1834
Porto Alegre,350,3,3,3,-,s,n,0,15000,667
São Paulo,205,4,4,6,5,s,n,2450,2720,959
São Paulo,150,4,4,3,-,s,n,0,4100,172
São Paulo,172,3,4,3,5,s,s,1650,7800,890
São Paulo,130,3,2,2,1,n,n,1324,3250,571
São Paulo,65,2,1,0,4,s,n,1261,1450,166
Porto Alegre,42,1,1,1,2,s,n,280,900,19
Porto Alegre,80,1,1,0,-,s,n,0,971,15
Campinas,54,1,1,1,9,s,n,758,1148,84
São Paulo,50,1,1,0,2,n,n,150,720,0
Rio de Janeiro,117,3,1,1,2,n,n,200,3700,103
São Paulo,90,3,2,1,13,n,n,1100,2800,25
São Paulo,108,2,1,3,-,s,n,0,5000,260
Rio de Janeiro,139,2,2,1,10,s,s,1000,1300,234
São Paulo,45,1,1,1,1,n,s,3000,5520,0
São Paulo,74,3,2,1,6,s,n,513,1715,100
Belo Horizonte,50,1,1,1,12,n,s,571,1500,100
Belo Horizonte,55,2,1,1,3,s,n,270,1300,85
São Paulo,165,3,2,3,7,s,n,1874,3600,500
Rio de Janeiro,65,2,1,0,-,s,n,0,1000,47
São Paulo,110,2,2,1,1,s,n,700,3000,122
São Paulo,64,1,2,1,3,s,n,800,2600,0
São Paulo,91,3,3,3,5,n,n,1312,2438,850
Belo Horizonte,46,2,1,1,2,s,n,200,1050,27
Porto Alegre,42,1,1,0,2,s,n,250,1200,27
São Paulo,94,3,3,2,3,s,s,1220,5010,395
São Paulo,55,1,1,0,1,n,n,140,770,0
São Paulo,80,2,2,0,-,n,n,0,1100,167
Porto Alegre,117,2,1,1,4,s,n,380,2100,73
São Paulo,120,4,2,2,11,s,n,1630,4000,464
São Paulo,55,1,1,1,4,n,s,812,3200,0
Porto Alegre,450,5,4,4,-,s,s,0,9000,250
São Paulo,332,5,4,3,17,s,n,3200,15000,1167
Porto Alegre,52,2,1,0,2,s,n,380,1500,55
São Paulo,74,2,1,1,2,s,n,650,1700,0
Porto Alegre,225,1,2,0,-,s,n,0,3500,218
Belo Horizonte,200,3,1,2,-,s,n,0,1630,117
Porto Alegre,45,1,1,0,11,s,n,750,900,658
Belo Horizonte,430,4,5,3,7,s,n,1945,8000,528
Porto Alegre,47,1,1,1,1,n,s,400,2200,0
São Paulo,400,3,6,3,-,s,n,0,4780,817
São Paulo,35,1,1,0,7,s,n,400,1200,0
Rio de Janeiro,160,3,2,1,4,s,n,1910,4500,529
São Paulo,22,1,1,1,8,s,s,587,4500,150
Belo Horizonte,50,1,1,2,4,s,n,300,1200,0
Rio de Janeiro,39,1,1,0,4,s,n,450,609,44
Belo Horizonte,400,4,3,3,-,n,n,0,7000,613
São Paulo,208,4,2,4,-,s,n,0,4500,282
São Paulo,94,3,2,2,12,n,n,1046,7150,341
São Paulo,36,1,1,2,11,n,s,517,3000,152
São Paulo,350,3,6,4,19,s,n,2200,8500,1035
Campinas,51,2,1,2,13,n,n,457,1850,56
Belo Horizonte,75,3,2,1,1,s,n,290,1100,90
Porto Alegre,52,2,1,1,-,s,n,350,950,84
Rio de Janeiro,68,2,1,0,4,n,n,750,1250,9
São Paulo,87,3,2,0,14,n,s,1078,3500,0
São Paulo,55,2,2,1,5,s,n,380,1850,0
São Paulo,127,2,3,3,3,s,n,2300,3300,500
São Paulo,360,3,4,1,10,s,n,2300,10000,584
São Paulo,265,3,4,3,-,s,s,0,3490,450
São Paulo,35,1,1,1,17,s,n,350,1950,84
Campinas,198,6,3,4,-,s,n,0,2000,145
Rio de Janeiro,70,1,2,1,6,n,n,1100,1200,85
São Paulo,25,1,1,1,5,n,s,600,3500,92
Porto Alegre,108,3,2,2,17,n,n,900,3100,92
Belo Horizonte,255,3,2,4,-,n,n,0,2800,250
São Paulo,270,2,2,3,17,s,n,2200,8650,0
São Paulo,30,1,1,1,6,s,n,1900,2001,125
Rio de Janeiro,36,1,1,0,4,s,n,435,1300,0
Porto Alegre,302,4,4,3,2,s,n,2100,8973,750
Rio de Janeiro,80,2,2,1,2,s,n,1100,3776,167
São Paulo,43,1,1,0,13,s,n,250,1700,0
São Paulo,20,1,1,0,1,s,s,0,2060,0
São Paulo,200,3,4,4,-,n,n,0,4000,400
São Paulo,41,1,1,1,10,n,n,900,3500,100
Belo Horizonte,84,3,2,0,3,s,n,250,1250,130
São Paulo,101,2,3,1,12,s,n,900,3500,267
São Paulo,394,4,6,4,23,s,s,6000,4000,2500
São Paulo,45,1,1,0,1,n,n,0,950,30
São Paulo,212,4,3,2,17,s,n,2835,13800,694
São Paulo,68,2,2,2,12,n,n,2600,2300,0
São Paulo,280,3,1,2,-,s,n,0,6000,113
São Paulo,70,2,2,1,8,n,s,1600,3440,250
São Paulo,20,1,1,0,1,n,n,0,1000,10
São Paulo,93,3,2,1,10,s,n,1497,3400,227
São Paulo,265,3,3,0,-,s,n,0,8500,475
São Paulo,336,4,4,6,-,s,n,0,7677,950
Rio de Janeiro,32,1,1,0,8,s,n,574,1400,66
Campinas,42,2,1,1,3,s,n,190,846,0
São Paulo,311,3,6,4,23,n,s,1800,12500,1084
Belo Horizonte,300,2,4,3,7,s,s,3500,2800,667
São Paulo,93,2,2,1,8,s,n,1258,2490,12
Rio de Janeiro,25,1,1,0,4,s,n,50,550,0
Campinas,35,1,1,1,13,s,n,475,750,32
São Paulo,108,3,3,2,3,s,n,1800,4800,393
Rio de Janeiro,230,3,3,1,8,s,s,1800,10500,300
São Paulo,126,2,2,2,8,s,n,1000,2300,263
São Paulo,31,1,1,0,1,s,s,550,2900,0
São Paulo,100,2,4,0,1,s,n,0,3000,0
São Paulo,380,3,3,2,1,s,n,3580,11000,1084
São Paulo,220,6,2,2,-,s,n,0,3600,125
São Paulo,31,1,1,0,6,s,s,430,2300,0
São Paulo,62,2,2,1,5,s,n,510,2500,158
Belo Horizonte,100,2,1,0,13,s,n,750,1200,1680
Belo Horizonte,40,1,1,2,11,s,n,488,1600,126
São Paulo,30,1,1,0,-,n,n,0,850,67
São Paulo,60,2,2,0,-,s,n,0,1300,0
Rio de Janeiro,40,1,1,0,12,s,n,600,2200,61
São Paulo,320,4,3,4,5,s,n,3000,5200,292
Porto Alegre,59,1,1,1,12,s,n,300,2200,67
São Paulo,120,3,1,0,-,s,n,0,2200,0
Rio de Janeiro,30,1,1,0,8,s,n,456,900,94
São Paulo,160,3,3,1,11,s,n,1809,3370,250
Rio de Janeiro,110,3,1,0,7,s,s,950,2530,167
Porto Alegre,150,3,3,0,2,n,s,1140,4740,290
Rio de Janeiro,55,1,1,0,12,n,s,645,1500,60
São Paulo,113,3,2,2,2,s,n,1300,4800,250
São Paulo,120,3,2,2,5,n,n,1520,5000,0
São Paulo,84,1,2,0,1,s,s,850,6000,250
São Paulo,113,2,1,1,5,s,n,1000,3000,50
São Paulo,160,2,3,2,12,s,s,1500,4210,225
Rio de Janeiro,170,4,3,4,10,s,n,1876,2350,576
Porto Alegre,42,1,1,0,1,s,s,360,890,0
São Paulo,800,4,5,4,9,s,n,6000,15000,3334
São Paulo,45,2,1,0,3,n,n,162,1610,8
São Paulo,35,1,1,0,1,n,n,250,1305,0
São Paulo,72,3,2,2,15,s,n,616,3000,245
São Paulo,390,4,4,5,8,n,s,8500,8600,3917
Belo Horizonte,234,3,3,3,-,s,n,0,8200,340
Porto Alegre,60,2,1,1,3,s,n,435,920,30
Rio de Janeiro,49,1,2,1,10,s,n,761,2400,133
Rio de Janeiro,73,2,1,1,8,s,n,1022,1100,0
Campinas,110,3,3,2,-,s,n,560,3200,88
Belo Horizonte,45,1,1,1,4,s,n,507,2800,142
Porto Alegre,45,2,1,0,1,s,n,0,1000,0
São Paulo,50,1,1,0,3,s,n,400,1500,59
Rio de Janeiro,91,2,2,1,1,s,n,1102,3450,201
São Paulo,240,3,2,3,-,s,n,0,3500,292
São Paulo,84,3,3,2,7,s,n,950,1600,258
São Paulo,22,1,1,0,-,n,n,0,976,0
Porto Alegre,56,2,1,0,4,s,n,300,637,32
São Paulo,100,4,3,2,2,s,n,1027,2500,369
São Paulo,40,1,1,0,-,s,n,0,2000,53
São Paulo,100,3,2,2,11,s,s,1239,7950,313
Porto Alegre,69,2,2,0,3,s,n,334,1500,40
São Paulo,80,2,1,1,2,n,n,315,2156,0
São Paulo,440,4,4,4,11,s,s,4985,10200,2849
São Paulo,176,3,4,3,20,n,n,2004,9500,584
Belo Horizonte,45,1,1,1,2,n,s,300,3000,0
São Paulo,70,2,1,0,-,s,n,0,3000,0
Rio de Janeiro,320,3,3,2,5,s,n,3300,4800,820
São Paulo,54,2,2,0,13,s,s,2009,5150,345
São Paulo,80,1,1,1,5,s,s,1,7200,0
Belo Horizonte,55,2,2,1,5,s,n,278,1300,111
Rio de Janeiro,80,3,2,0,4,s,n,300,1500,71
São Paulo,73,2,1,1,12,s,n,450,1480,83
São Paulo,40,1,1,1,14,n,n,642,1700,20
Porto Alegre,220,4,5,2,-,s,n,0,7000,225
Porto Alegre,38,1,1,0,4,s,s,190,1800,20
Rio de Janeiro,625,5,3,2,-,s,n,0,15000,1250
São Paulo,40,1,1,0,1,n,n,150,1800,38
Porto Alegre,65,2,1,0,5,s,n,550,850,34
Belo Horizonte,23,1,1,0,1,n,s,200,900,25
São Paulo,90,2,1,0,-,s,n,0,2400,170
São Paulo,134,3,3,1,4,s,n,1200,3500,200
Porto Alegre,39,1,1,1,2,s,s,334,800,11
Rio de Janeiro,200,3,4,2,9,s,n,1730,5000,306
Belo Horizonte,62,2,1,1,3,s,n,100,1050,84
Belo Horizonte,90,3,2,0,2,n,n,335,1400,136
Porto Alegre,47,1,1,1,1,n,s,400,2200,0
Rio de Janeiro,270,4,3,1,10,n,n,2000,4000,1000
Belo Horizonte,130,3,1,1,2,s,n,0,2000,293
Belo Horizonte,50,1,1,0,1,s,n,0,750,30
São Paulo,125,2,2,1,-,s,s,0,2800,392
São Paulo,210,4,2,2,-,s,n,0,8000,684
São Paulo,116,3,2,1,6,s,n,950,1700,90
São Paulo,76,2,2,0,11,s,s,646,2800,0
Campinas,42,1,1,0,5,n,n,587,950,34
São Paulo,75,2,3,2,5,s,n,499,2400,71
São Paulo,61,2,1,1,1,s,n,609,1140,0
Rio de Janeiro,40,1,1,0,7,s,n,600,1080,50
São Paulo,237,4,3,4,4,n,n,3100,5000,1042
